editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient
Remember,0.0004498136486312813,0.0006428858852340965,0.26615542415164933,1.957554647812129e-07,0.6373626373626373
Morten Haan,0.017703380028274,0.025269506966346285,0.33660414182281656,6.363379775024843e-05,0.6124533905296156
Te750iv,0.003919804652358309,0.004673750171009351,0.30642278215803104,0.00010234455802094448,0.7928464977645305
129.13.72.197,0.0006747204729469219,0.0008883556063721674,0.2758287736043897,4.9777955154583195e-05,0.5380952380952381
Restu20,0.006168872895514715,0.007257782227606899,0.29972838499016186,0.0001258493399855779,0.4838023560209424
ArnoLagrange,0.0007389795656085336,0.0011759140087305026,0.2680413532846874,2.8824307703204995e-08,0.8537549407114624
Peter in s,0.0024418455211412415,0.002147848161373595,0.29102341236142526,5.547495073572067e-06,0.7231578947368421
Make,0.0028274000771109113,0.0038287750790879874,0.28814502319513957,1.0477020845088955e-05,0.6293103448275862
NBS,0.022040868782932783,0.021873778367759538,0.3450142881683053,0.00013378207975890143,0.3831286842161265
Paperoastro,0.0337681531936769,0.04395047776347589,0.35557410748503154,0.0005133073062505531,0.3976185945358162
ONaNcle,3.212954633080581e-05,9.162336203988777e-05,0.24911935335275526,0.0,0.0
Lavallen,0.042635907980979305,0.03800824632795234,0.3566717428021315,0.0012912326930944755,0.2215205483967397
Matthew Beta,0.007903868397378229,0.013332737871711823,0.32617111347987443,1.2587689214799097e-05,0.7782644765223162
Mathmitch7,0.0005462022876236987,0.0008265332513899352,0.27878518141024067,1.8852814803095976e-07,0.7573529411764706
PiRSquared17,0.019213468705821874,0.026003486450845863,0.341017315027055,0.00023674310062790166,0.526814675383607
Klinglton358,0.0003534250096388639,0.0004826136961990355,0.2621865731038036,6.459870189627556e-07,0.7272727272727273
Kolja21,0.05799383112710448,0.03418039399451841,0.36955414256391433,0.00601348337444339,0.09961796193131914
PinkAmpersand,0.03894101015293664,0.03557382270822535,0.3586071066494416,0.002595181269901374,0.2200796875723906
Giftzwerg 88,0.021044852846677804,0.02059202579304721,0.34794035424024383,0.0006323356995442868,0.2798281859140463
Gyurika,9.638863899241742e-05,0.00018349768483227156,0.2542126291625507,0.0,1.0
Daranz,0.00012851818532322323,0.00023389044134797783,0.2478759561628917,2.1431705115967852e-07,0.5
Sapphorain,0.006168872895514715,0.006864236945033169,0.32199720164247936,0.0001704722538683917,0.4318280977312391
Nikkimaria,0.006425909266161161,0.007861661103897633,0.3175008578790074,0.0001053054343123175,0.6660804020100503
Jura1,0.16222207942423852,0.06458031985022737,0.4058084864585823,0.03092289883348028,0.03597447078849148
LtPowers,0.0006425909266161162,0.0010787991052238189,0.28149273082033716,3.6280885976053367e-07,0.7526315789473684
Multichill,0.08350469091376429,0.05415950340368742,0.379402425720676,0.006916401755911621,0.09553268696641481
ArthurPSmith,0.10162575504433877,0.0550608199027919,0.3848702361659038,0.01287527560294371,0.06631827565044354
Anonymous_username_1,0.00028916591697725224,0.0004642911267174667,0.2708496131693617,0.0,1.0
Harry Canyon,0.0016707364092019019,0.0026315850153243907,0.29514498396506333,8.546397357812562e-06,0.6003016591251885
Ita140188,0.00099601593625498,0.0018468485711671066,0.29003446649199127,1.0424872865428823e-06,0.7505376344086021
Jklamo,0.06477316540290451,0.04523059722808327,0.37139657990548197,0.004932806164587145,0.117802000866517
Amadalvarez,0.02053078010538491,0.015273784394497822,0.3440916592499646,0.0009366114910111072,0.20800035321647756
77.180.121.40,0.0,2.027977102573159e-27,0.0,0.0,0.0
Alexandronikos,0.0,2.027977102573159e-27,0.0,0.0,0.0
JesseW,0.00835368204600951,0.008049006453084208,0.3228479612278793,0.00022942976479829757,0.3588951588951589
108.71.133.201,0.002281197789487212,0.0031000143522591536,0.3056562840526473,2.0494386482088493e-05,0.7770623742454729
Bigpeteb,3.212954633080581e-05,4.923321976998162e-06,0.2101131722529257,0.0,0.0
Reinhard Müller,0.00012851818532322323,0.00021892991095868552,0.25618347776342787,0.0,1.0
Sextvåetc,0.006490168358822773,0.007153993089269232,0.31992293072589006,0.00031028623135840564,0.417565637160731
H.-Dirk Schmitt,6.425909266161162e-05,1.9549147968890835e-05,0.2317813888322371,0.0,1.0
Nuretok,0.00016064773165402904,3.725228229342759e-05,0.23623339164145737,4.751853698480151e-05,0.2
HarryNº2,0.01233774579102943,0.011776950110807451,0.33770844220458707,0.0008289162689985439,0.3034840078328982
TheHardestAspectOfCreatingAnAccountIsAlwaysTheUsername,6.425909266161162e-05,0.00011869279799991956,0.26201265568674414,0.0,1.0
C933103,0.005622670607891016,0.006926164470866327,0.3247554185896272,6.900143062691423e-05,0.4323152709359606
Sifalot,0.00028916591697725224,0.00039978241009787363,0.2745846545563487,2.17566933697494e-06,0.5
Carnby,0.0005140727412928929,0.0007956349872543504,0.27681777779613576,9.950841526999854e-07,0.5583333333333333
LiberatorG,0.0160326436190721,0.011995453745138072,0.3367977075597363,0.0008362485958058276,0.19553162549999598
Dhx1,0.018442359593882532,0.013264405158121023,0.33495786365270086,0.0007643141036822878,0.1952800530249132
Kestrelguy,0.0,2.027977102573159e-27,0.0,0.0,0.0
Touriste,0.003502120550057833,0.004560156127745247,0.29227037654634075,7.0976825454459225e-06,0.6218144750254841
Captain frakas,9.638863899241742e-05,0.00022043865043458794,0.2559017114481634,0.0,1.0
Ysangkok,0.0024418455211412415,0.0036965850106306167,0.2949041287675366,5.999275545352769e-06,0.6761403508771929
Alphos,0.0028274000771109113,0.003940160788319151,0.30814057315380083,4.059473285965701e-05,0.5407523510971787
Manutaust,3.212954633080581e-05,0.00010685533194395249,0.2619278031033619,0.0,0.0
Ju gatsu mikka,0.010506361650173499,0.011072175050284787,0.3188239519500967,1.811895284348082e-05,0.7826119584998406
Tubezlob,0.02798483485413186,0.035929975209409964,0.35178866204588766,0.0004869592871147383,0.41258693271045305
Swpb,0.013108854902968769,0.01401522817628439,0.3421852766588263,0.0002586405048312506,0.35541022305728187
Bob08,6.425909266161162e-05,1.832104878284016e-06,0.20212191060830997,1.2951186037952642e-08,0.0
Sinequonen,0.00019277727798483485,0.0002472156299651096,0.2537227509222536,0.00010408620779000462,0.4
Galaktos,0.024322066572419997,0.03440037131189063,0.351708531273037,0.0003678574335499891,0.5027398600714321
Soulkeeper,0.02467549158205886,0.02845934263425213,0.34785484244859405,0.0003974340081073025,0.3824322305519339
Jasper Deng,0.05937540161932913,0.04938122119142265,0.36771397255331245,0.0044820046965793866,0.15691703171399976
Albedo,0.0008353682046009509,0.00046712513077695907,0.26364354954344726,4.0647122580611876e-06,0.4276923076923077
Bovlb,0.09176198432078139,0.042558190460983525,0.3814731019728125,0.015116841029402264,0.06325185065269541
Innocent bystander,0.05163218095360493,0.04973227613445534,0.36639719544907895,0.0025153267905572013,0.2143618245518323
RV1971,0.0003212954633080581,0.0005585581531668967,0.27466458152329476,2.2630947012382846e-07,0.6666666666666666
FabC,0.004048322837681532,0.0038112775495482724,0.3060087271590787,0.00011789544389669202,0.37015873015873013
Ainali,0.03547101914920961,0.03771493373591313,0.3579722299036293,0.0013492831415815463,0.2851347445044477
Wmestrom,0.0004498136486312813,0.00031612338133047476,0.2591265430726131,0.0,1.0
Viscontino,0.006329520627168744,0.00827573515380064,0.31938750996140397,3.294250547990776e-05,0.49642598156013673
Mxn,0.009992288908880606,0.010625876565012984,0.3390093689195326,0.0003444538120457987,0.3776579193029769
Tamawashi,0.005526281968898599,0.007563540452124461,0.31360244446524194,8.173668709448486e-05,0.5807153542771658
Fralambert,0.06939982007454054,0.051635859850406286,0.37304433103969914,0.00817786656137804,0.12686386015473555
Voll,0.004690913764297648,0.0067740595964929035,0.31247738740203296,1.917837231157061e-05,0.582144544166273
Fractaler,0.016514586814034185,0.01509933761561407,0.34481816578836516,0.0006976208031601774,0.26017703142421555
D1gggg,0.03701323737308829,0.044723414005819015,0.3584557413468438,0.0008770046194237308,0.34370474949319435
Jefft0,0.0012851818532322323,0.0017406788668248767,0.2809758373544228,1.1885364212329006e-06,0.6128205128205129
Orijentolog,0.006136743349183909,0.006971177505949708,0.3244018639768799,0.00031431014605087424,0.48404519151281344
DSGalaktos,0.00575118879321424,0.007524729218571478,0.3206719101355115,0.00023090807542099288,0.4370096039168916
DavidMar86hdf,0.006233131988176327,0.008019664870146112,0.31883592183810144,0.00012389590574109847,0.6330858394316543
Legoktm,0.04231461251767125,0.045478422973315835,0.35914548744475816,0.0017169402251792682,0.26784531483314983
MPelletier (WMF),0.0004498136486312813,0.0008720308682277681,0.2654482830700555,3.3627880120316417e-07,0.8351648351648352
217.197.250.146,0.0003534250096388639,0.0005212906347303036,0.2679610064248245,4.173065720861596e-08,0.8909090909090909
Breogan2008,0.00016064773165402904,0.0003589038604043923,0.26488940100183256,1.0234795703435153e-08,0.8
Liuxinyu970226,0.1006618686544146,0.05709613341560167,0.38438247430777156,0.021748424811077083,0.07392773096021057
AKlapper (WMF),0.0012530523069014265,0.00264449028404851,0.2992583760701512,2.832722452485877e-06,0.8232118758434548
Lydia Pintscher (WMDE),0.03919804652358309,0.030090686981535907,0.35948755248454933,0.003570334746585897,0.15826866956252775
Asperatus,6.425909266161162e-05,8.141396173690741e-05,0.24817657430429732,0.0,1.0
Bahnmoeller,0.009831641177226578,0.0056368281106963306,0.3159651826292903,0.00014233030248492917,0.5729347476695597
WiseWoman,0.004883691042282483,0.004920733821782816,0.31235670869938026,9.719494093907953e-05,0.4380446148483792
Bever,0.009381827528595297,0.010924765143461737,0.3297553418416429,0.00015429274804758806,0.4015205008708751
MisterSynergy,0.0917941138671122,0.057002750156573564,0.3821167718562285,0.012955940057083339,0.08743500900535223
Hans G. Oberlack,0.0017992545945251252,0.0021057198649692536,0.2847776464947101,5.400291097670176e-05,0.7506493506493507
Tacsipacsi,0.033446857730368845,0.0229296551691062,0.35688158497725464,0.0023239797993301827,0.1746342274440257
Kleeblatt187,0.001510088677547873,0.0011165867257886385,0.2804423154388333,7.663300134497706e-05,0.391304347826087
Claudio Niada,0.00022490682431564065,0.00017301545591375352,0.2554936729780905,0.0,1.0
Sänger,0.008867754787302402,0.00905270379784908,0.3246623032062984,0.00030327318889833486,0.4325164690382082
Jon Harald Søby,0.05632309471790258,0.05149070366141684,0.36757073217272984,0.0030767398668839568,0.1970744216698315
Gloumouth1,0.00758257293407017,0.00905786244713665,0.323142793939185,4.384827111593908e-05,0.4610890732059142
Littledogboy,0.03148695540418969,0.030703494164858052,0.3553063278923394,0.0016748711586979782,0.2690000208459277
Horcrux92,0.010281454825857858,0.011093339755410566,0.33205686006329427,0.00015871089776170024,0.4203369905956113
Gugganij,3.212954633080581e-05,9.162336203988777e-05,0.24911935335275526,0.0,0.0
Grabado,0.0003534250096388639,0.0003880866618391358,0.2556398012076686,4.810596423518013e-05,0.32727272727272727
Don-vip,0.0010924045752473974,0.0004369135198455949,0.26325942607742925,8.408328732858779e-07,0.9019607843137255
Mr.choppers,9.638863899241742e-05,0.00025066179194209356,0.25817727502755106,0.0,1.0
The Anonymouse,0.042635907980979305,0.03697256879138842,0.36063249022735,0.0026551288396842077,0.20047033363226457
Galzigler,0.00048194319496208714,0.0010128116492118904,0.2823256049241606,1.8656030462534307e-08,0.8571428571428571
Flinga sv,0.0,2.027977102573159e-27,0.0,0.0,0.0
Sillyfolkboy,0.0029559182624341344,0.0037302204622154085,0.3027253483092272,1.5200831007470151e-05,0.5183946488294314
Adelheid24,3.212954633080581e-05,9.445697962418569e-05,0.25283140897671114,0.0,0.0
Espeso,0.007518313841408559,0.0079028650508462,0.30494287752230786,8.04856028968244e-05,0.39250210924030665
Verdy p,0.00812877522169387,0.009157995880775795,0.3234812858004324,0.00018009574113219285,0.3888575192923019
TomT0m,0.046202287623698754,0.030272731427224725,0.36394763847256156,0.003071113127700079,0.12318779562196393
PAC2,0.011277470762112838,0.010807083463061189,0.3356064809072991,0.00019663404423263137,0.3307936507936508
Goldzahn,0.008032386582701452,0.009248086908485267,0.3165363672190074,7.206818654692018e-05,0.4416064257028112
Mange01,0.00575118879321424,0.007250606125770965,0.29740861146645015,7.123525634785286e-05,0.5447868934781244
Docu,0.030812234931242768,0.03132499743403932,0.3534431046142441,0.0009757796930325313,0.2827514743306463
Superm401,0.0077432206657242,0.009381289317143736,0.31033634920952863,0.00020943146951468296,0.4458160442600277
Ivan A. Krestinin,0.04510988304845135,0.03131646634875882,0.3638229027554944,0.0024983217208028835,0.15136063746184916
Gymel,0.010185066186865441,0.01149901361303963,0.32930141518161815,0.0004079264428365341,0.3770315058100068
Haplology,0.01449042539519342,0.016829953568242937,0.34159342730054104,0.0009349655851929907,0.3653707809805371
Izno,0.059953733453283635,0.04317273065021888,0.36813638494565104,0.003619970720150171,0.13812976101192787
Pasleim,0.08790643876108468,0.05648907485730813,0.3799541047880967,0.00850814089777503,0.09242171547088318
Azertus,0.020209484642076853,0.03230827875846039,0.34686738537429035,0.0003459783580106559,0.6565876479701882
Jc3s5h,0.02759928029816219,0.0355302784233211,0.3533695702119526,0.0007182051321178089,0.41111120156521785
Peter F. Patel-Schneider,0.004048322837681532,0.005279337484383785,0.30769399261299824,8.012095091743137e-05,0.5636825396825397
Alex42,0.00022490682431564065,0.00020006664222546234,0.2566751555376519,4.7534593207094106e-05,0.38095238095238093
Eryakaas,6.425909266161162e-05,0.00015157899702117022,0.25787544625649067,0.0,1.0
Ghouston,0.03212954633080581,0.021780075680521826,0.3544314265611632,0.002992591284686755,0.14093693693693693
Ehitaja,0.004144711476673949,0.003384029410216337,0.3034934670902277,5.042393239843759e-05,0.3868701550387597
Marsupium,0.027085207556869297,0.0218184572248785,0.349465215263518,0.0018309180343335867,0.20249758384685393
Oursana,0.013140984449299575,0.013378117621599085,0.33939549980492173,0.0005026376702837288,0.30309458746823914
OmegaFallon,0.0007068500192777278,0.0008152780059227178,0.27684936254665854,1.0569950379101402e-06,0.6060606060606061
Fryed-peach,0.0017992545945251252,0.0029054312480327324,0.2918886454869048,1.8397735368745755e-05,0.7259740259740259
Nashev,0.0007389795656085336,0.0007341345547033911,0.25572062801664436,3.1214465170966704e-07,0.7509881422924901
Dan Polansky,0.0033414728184038038,0.0035598693678947605,0.30380289395312754,0.000276765852333701,0.4256908140403286
Genium,0.01057062074283511,0.012135622003620075,0.32900798838209944,0.0001747140958855829,0.5131403365705389
Octahedron80,0.0018956432335175426,0.0026930717285445546,0.2918284632950895,5.904513048224478e-06,0.5879602571595558
Sokirko,0.0008353682046009509,0.0011404789288362968,0.26891984344650016,7.852110159849021e-08,0.9046153846153846
130.91.186.10,3.212954633080581e-05,7.144065695492889e-05,0.2456994038918745,0.0,0.0
Ehn,0.00199203187250996,0.0030090660203686945,0.3021598689266781,5.2999132335378285e-06,0.7747223691168694
AKA MBG,0.0031165659940881633,0.003682487695121412,0.3088690378657483,3.520098737281374e-05,0.4808848797250859
TarzanASG,0.0035985091890502505,0.005093410479297973,0.3058929922059883,1.4341424860575292e-05,0.745978120978121
Wadim,3.212954633080581e-05,7.10895758398169e-05,0.2507190067347293,0.0,0.0
109.91.21.82,9.638863899241742e-05,0.00018603981495070808,0.251230784135099,0.0,1.0
Jc86035,0.045656085336075056,0.04704374486450759,0.36429110312794916,0.001359122278355104,0.24605068836665311
Naypta,0.0022169386968256006,0.002852978517327139,0.30049198365687424,8.757792182330138e-06,0.7340153452685422
217.117.125.83,0.00873923660197918,0.008130460789785049,0.32967853398236574,0.0004677720461444997,0.38313978728022574
Ulflarsen,0.0006747204729469219,0.0005798847487530733,0.2599474799467011,2.942503897464539e-07,0.6285714285714286
Luckich,0.0,2.027977102573159e-27,0.0,0.0,0.0
Nullzero,0.0014779591312170672,0.0021256020194102203,0.2772153681672216,5.224615073844615e-07,0.7410628019323672
Michael Bednarek,0.0009638863899241743,0.0008501960238371066,0.2748112352113502,5.4140018724046244e-06,0.4827586206896552
TED,0.006618686544145996,0.0074785709126087485,0.3133594404678333,4.590790828181827e-05,0.6144920672507695
Sminthopsis84,0.00012851818532322323,0.00012014133956564837,0.24718333346291826,4.171691724794593e-09,0.6666666666666666
Faux,0.007036370646446472,0.008391658712968385,0.3134114810443692,2.9923854407989442e-05,0.4959574378953542
Kronf,0.002345456882148824,0.0028388824268343123,0.2981028572072013,1.3117452503114948e-06,0.8032724505327246
2600:1702:31B0:9CE0:88D2:6234:431D:51F0,3.212954633080581e-05,7.10895758398169e-05,0.2507190067347293,0.0,0.0
Симуран,0.0,2.027977102573159e-27,0.0,0.0,0.0
Dentonius,3.212954633080581e-05,7.975729515794088e-05,0.24514264836887498,0.0,0.0
Joe Decker,0.008064516129032258,0.010506520569215767,0.31757803358583264,3.38414332073473e-05,0.7273625498007968
Matěj Suchánek,0.1117465621385426,0.05882602139961763,0.3881331899505828,0.02507519195431219,0.06259948932465592
Stan J Klimas,0.0,2.027977102573159e-27,0.0,0.0,0.0
Arnaugir,0.007004241100115666,0.009226257102263396,0.32506618932511966,2.9160998426855483e-05,0.5877478543947914
It Is Me Here,0.013976352653900527,0.02344972227364554,0.33620436652026964,5.433623202478965e-05,0.8421314688277981
Jarekt,0.03620999871481814,0.041059110761484864,0.36034939517625286,0.0012246339503643754,0.3058497937749507
Candalua,0.003148695540418969,0.004436071852138884,0.3007047853732539,1.264432604732817e-05,0.5693246370713234
Xover,0.0015422182238786788,0.002512198494375138,0.29359403281252705,4.588720644453122e-06,0.7136524822695035
LutiV,0.00019277727798483485,0.00032451278312959356,0.2657473188903275,1.2200556019429298e-07,0.6
Chris j wood,0.009574604806580131,0.009325119031941428,0.3129379712987103,6.9934279452889525e-06,0.8706302397577566
Anskar,0.001188793214239815,0.0018178124485024667,0.274291986567577,4.864949909194556e-07,0.8288288288288288
Iwan.Aucamp,0.010763398020819945,0.010446396238611193,0.3254461360102225,0.00015723655046828372,0.3402627580659576
DirkVE,0.0160326436190721,0.011651524601759231,0.31816102937654545,3.8524776299845505e-05,0.5469895614522217
Epìdosis,0.09320781390566765,0.057110779373263316,0.3822629724576319,0.011536866034541831,0.09003506519749432
Dl2000,0.00048194319496208714,0.0007377217865256581,0.26187934058370727,1.6592140438406492e-05,0.638095238095238
Shujenchang,0.0,2.027977102573159e-27,0.0,0.0,0.0
122.161.34.59,3.212954633080581e-05,5.885364110659106e-05,0.241417806979525,0.0,0.0
Ashashyou,0.0005783318339545045,0.0008822815204846227,0.27237853636700776,8.467711554584581e-08,0.8888888888888888
RolandUnger,0.010281454825857858,0.01201120028325119,0.3312086034250015,0.00017051062891937658,0.4747257053291536
Silvonen,0.00873923660197918,0.011233742735187452,0.32533392825171914,0.0003866587030350535,0.44823095289776427
Angelo Mascaro,3.212954633080581e-05,5.885364110659106e-05,0.241417806979525,0.0,0.0
87.23.184.145,3.212954633080581e-05,4.708198642969964e-05,0.23649653836416362,0.0,0.0
Anonymous_username_2,3.212954633080581e-05,8.311973621224732e-05,0.24485992059738343,0.0,0.0
Wiki13,0.054845135586685516,0.050253146800527025,0.3662549789157179,0.0033299884822596292,0.19270214158512874
Ettrig,0.0003534250096388639,0.0004218923685451473,0.2584562114589674,4.6379528386781956e-08,0.6545454545454545
Soap,0.00022490682431564065,0.000589831744582732,0.2670257737707721,0.0,1.0
Cirt,0.006136743349183909,0.007559528049227307,0.3096969238049979,3.542091013332643e-05,0.6059520529071369
Ameisenigel,0.07393008610718416,0.05166373561707417,0.3741454840126333,0.010639864638985723,0.1169321467037016
Shawn in Montreal,0.007197018378100501,0.008578383637791702,0.3149749349498832,9.775002519715227e-05,0.4492312620115311
Smuconlaw,0.00012851818532322323,0.00029436377023507577,0.26216229169798727,0.0,1.0
Simon Villeneuve,0.03158334404318211,0.03772241286181049,0.35495733317110767,0.000989757784180288,0.3791978916530095
Kirk39,0.0003534250096388639,0.000571461389646502,0.272789753019249,4.889713006700889e-05,0.5272727272727272
Bill william compton,0.027020948464207686,0.03121513358917878,0.34796173875763137,0.000720180290844961,0.3731102429081026
194.75.238.4,3.212954633080581e-05,5.885364110659106e-05,0.241417806979525,0.0,0.0
Marek Mazurkiewicz,0.025028916591697724,0.04083369588998267,0.34910606742245953,3.8972192236861174e-05,0.6390600301619306
RKrummeich,6.425909266161162e-05,8.122426097077128e-07,0.1954152099985906,0.0,1.0
Beta16,0.02339030972882663,0.02786109711316,0.34693115166855615,0.00034261689231963524,0.40423160058648366
Drongou,0.00016064773165402904,0.0001615295353851072,0.24844521081618254,6.716290994338003e-09,0.6
FRacco,0.0027631409844492993,0.0033787597660288847,0.3073098552938809,1.5588226457400392e-05,0.5682626538987688
Aftabuzzaman,0.018506618686544143,0.03175644721056089,0.33774873513039894,0.0001274427327505772,0.7601871980676328
Pizza1016,0.0011245341215782032,0.002374901757449538,0.29376668440488957,8.991486236218544e-08,0.8857142857142857
Rezonansowy,0.0005462022876236987,0.0009289860218356072,0.2676822806927787,3.9137166550431155e-07,0.7426470588235294
Bigbossfarin,0.019502634622799126,0.019199056590968065,0.3478405945695694,0.0002987020583275707,0.3445555428689492
Dabidu-san,0.0,2.027977102573159e-27,0.0,0.0,0.0
Mirmog,0.0,2.027977102573159e-27,0.0,0.0,0.0
