editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient
Sean.hoyland,0.0007729380740201873,0.0005434188705638404,0.26473441617277127,0.0,1.0
Ezzex,0.0017732108756933708,0.0016328305094363517,0.2854355679549597,4.5677666507180015e-06,0.5290148448043185
Valodnieks,0.0002728016731835955,0.00010711252240860298,0.2473980894252111,2.8276882977545255e-07,0.7333333333333333
Denny,0.04328453214513049,0.04217501681769938,0.3635967821242219,0.0009615419963437384,0.3435591902376092
StevenJ81,0.043148131308538694,0.044932531853931874,0.3609137777193698,0.00032532578834281817,0.41821282006820415
Elbasyouny,0.00013640083659179774,1.3449018659069511e-05,0.22479292657884264,0.0,1.0
François Robere,0.00013640083659179774,1.3449018659069511e-05,0.22479292657884264,0.0,1.0
Even zohar,0.00013640083659179774,1.3449018659069511e-05,0.22479292657884264,0.0,1.0
Bender235,0.0069564426661816855,0.007388234262551191,0.32378706007237223,0.00021677022755659065,0.6488648090815273
Remember,0.0006365372374283895,0.0007416361793759032,0.26998436268403453,3.0894391883044226e-07,0.6373626373626373
Morten Haan,0.02246067109211603,0.026399892406052335,0.34138307091990716,6.643548213274039e-05,0.6188583488679571
Te750iv,0.005228698736018914,0.005272622126031911,0.3117851944930894,7.571117170032573e-05,0.8132723112128146
Restu20,0.00791124852232427,0.00776597840299692,0.30404839125291805,0.00017055150270208665,0.5040196664673443
ArnoLagrange,0.0010002728016731835,0.0013064863546425201,0.272204191514018,4.3113121002970464e-08,0.8571428571428571
Peter in s,0.003182686187141948,0.0024914496862745916,0.2958959248656003,6.726747861270837e-06,0.7180124223602484
Make,0.003773756479039738,0.004303550822747956,0.29288446560070397,1.0095705814954367e-05,0.6602997355274758
NBS,0.028325907065563333,0.02389664605146704,0.34915545282246085,0.00015447831980972156,0.40174345687550644
Paperoastro,0.0422842593434573,0.04557212135799601,0.36019188453727813,0.0005533851977079906,0.41423892033288195
ONaNcle,4.546694553059925e-05,0.0001049356795262637,0.25171551801420183,0.0,0.0
Lavallen,0.05183231790488315,0.040174992462352524,0.36161656415482296,0.001297167558326328,0.2496372626033917
Matthew Beta,0.01032099663544603,0.014245554258663341,0.33029267491319936,1.5517891704941783e-05,0.7740049120891973
Mathmitch7,0.0006820041829589888,0.0009190230527163484,0.2817612160181254,1.2531740886438943e-07,0.780952380952381
PiRSquared17,0.02377921251250341,0.027001219767792167,0.3454613304870529,0.000261063418767489,0.5531013970388929
Klinglton358,0.0005001364008365918,0.0005536992179717988,0.26527210994724953,9.315611239980544e-07,0.7272727272727273
Kolja21,0.06842775302355188,0.03661676135398672,0.3740205687785684,0.0058502558990562135,0.11961723333568955
Giftzwerg 88,0.02623442757115577,0.02232137771708619,0.3518116098060139,0.0007046478128431108,0.3114830059695744
Gyurika,0.00013640083659179774,0.00021092953817156273,0.2570395470074302,0.0,1.0
Daranz,0.000181867782122397,0.00026467798168141465,0.25008946246268343,3.3838946418534634e-07,0.5
Sapphorain,0.008138583249977266,0.007792237990810011,0.32571256821256694,0.00021175195649271003,0.4663235201807796
Nikkimaria,0.008684186596344456,0.00900808849278155,0.32198010495155005,7.670860299616386e-05,0.6882887847891981
Jura1,0.18286805492407018,0.06662495804226194,0.41380306434358916,0.029920744468928232,0.044746557450560095
LtPowers,0.0008184050195507866,0.00115662122131944,0.28529168540750277,1.3396359615664645e-07,0.7712418300653595
Multichill,0.09970901154860416,0.056538165969062644,0.38563438072928513,0.007038587997442623,0.1102005052572718
ArthurPSmith,0.12076020732927162,0.0575835609453753,0.39222663897025173,0.01341195077847153,0.07775281918634992
Harry Canyon,0.0022278803309993636,0.0028712399691986135,0.29939923959182224,1.0913199572605087e-05,0.6164965986394558
Ita140188,0.0013185414203873782,0.002028164287799561,0.2938184869119816,6.837932252007606e-07,0.7758620689655172
Jklamo,0.07965808856960989,0.04804539274932087,0.377405424046633,0.005140729897355062,0.13195590777872526
Amadalvarez,0.025416022551604984,0.016995185709256674,0.34850022326051394,0.0009473862589755294,0.23452658036303947
Alexandronikos,0.0,4.9720417613335086e-27,0.0,0.0,0.0
JesseW,0.011275802491588615,0.009302686280508026,0.32767014816046997,0.00026529335539170326,0.3752775238343999
Bigpeteb,4.546694553059925e-05,5.900093397774251e-06,0.21250606329590313,0.0,0.0
Reinhard Müller,0.000181867782122397,0.00025390030399046544,0.25890973998641903,0.0,1.0
Sextvåetc,0.008411384923160861,0.00803336411470962,0.32439684519014594,0.00029468852173348187,0.45246768507638074
H.-Dirk Schmitt,9.09338910611985e-05,2.392312386112051e-05,0.23374538545197487,0.0,1.0
Nuretok,0.000181867782122397,4.55889985300078e-05,0.23833423466103645,8.120075242348741e-08,0.3333333333333333
HarryNº2,0.015640629262526143,0.013144864030510678,0.3426625807719927,0.0009004186780501975,0.3282764933215811
C933103,0.0069564426661816855,0.0078106432184057275,0.3289943977765755,3.5735172369940975e-05,0.5161678706570347
Sifalot,0.000363735564244794,0.000464548830876897,0.27821933130636406,3.829120421578268e-08,0.6428571428571429
Carnby,0.0006365372374283895,0.000815605523989047,0.2798571102233763,1.2451595398273676e-06,0.6043956043956044
LiberatorG,0.02014185687005547,0.013229308092247012,0.34212992930356567,0.001040771901633555,0.2161833651675638
Dhx1,0.023961080294625806,0.015070929944353452,0.3402591358166781,0.0007761904516556321,0.21374304658696547
Kestrelguy,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Touriste,0.004364826770937528,0.004773334328493449,0.2961687419406072,6.233209394843819e-06,0.6460526315789473
Captain frakas,0.00013640083659179774,0.0002571313363718887,0.2588702651611031,0.0,1.0
Ysangkok,0.0033645539692643447,0.004263877447344059,0.29926354309647657,7.91213857539661e-06,0.6915957052943354
Alphos,0.0038192234245703373,0.004426019296058847,0.3128850527582943,4.770564470775172e-05,0.5579460699942628
Manutaust,4.546694553059925e-05,0.00012082254662882856,0.264769801378435,0.0,0.0
Ju gatsu mikka,0.014049286168955169,0.012478684710243925,0.3236459879115695,2.2717143264506503e-05,0.7945404110452654
Tubezlob,0.035737019187051015,0.03781231986340563,0.35648625117206256,0.0005192046689695628,0.42180515712873373
Swpb,0.01686823679185232,0.015568390199549684,0.3464481902313463,0.0002804998031787587,0.3868288773949151
Bob08,9.09338910611985e-05,2.3212460249572035e-06,0.2040176396264173,8.645228003982945e-09,0.0
Sinequonen,0.00022733472765299628,0.0002864482061574003,0.2566343844808379,1.3073812154415693e-05,0.6
Galaktos,0.030280985723379103,0.036009404593901194,0.35581389737677954,0.0003878931611607702,0.5358531463794621
Soulkeeper,0.03109939074292989,0.029744719928523757,0.3523539656125394,0.00046478516773669997,0.3916758709854187
Jasper Deng,0.07197417477493862,0.05124326357018634,0.37280046466787636,0.004230437448058986,0.17471826525991632
Albedo,0.0010457397472037827,0.0005466445103242618,0.2668803973161308,3.5379160299543622e-06,0.4426877470355731
Bovlb,0.10884786760025461,0.0458661036820594,0.3878745386749092,0.014915465668025568,0.07633305299744696
Innocent bystander,0.06328998817859416,0.05167123018924684,0.3713444858487961,0.0027054743028058644,0.23288050439194494
RV1971,0.00045466945530599255,0.0006452365315945684,0.27821933130636406,3.1088629677515957e-07,0.6666666666666666
FabC,0.0054105665181413114,0.00436176875125992,0.3106118443988231,7.859910969572911e-05,0.40393106395100414
Ainali,0.04446667272892607,0.03970136914415112,0.3626758906983787,0.0015130915456120987,0.3015051710821282
Wmestrom,0.0006365372374283895,0.0003674053431851016,0.26266910391788734,0.0,1.0
Mxn,0.01286714558515959,0.011871815153033531,0.34322662625842,0.000339740292725501,0.41731198155527155
Tamawashi,0.006774574884059289,0.008301240231914912,0.3181788192449689,1.749570998384441e-05,0.6502811536368583
Fralambert,0.08397744839501682,0.053611426673494396,0.3783906913109381,0.008607505313988085,0.1412791437727192
Voll,0.0060471037555697,0.007505244300390553,0.3168724435874098,1.0365750345283077e-05,0.631578947368421
Fractaler,0.020369191597708464,0.016735234802939376,0.34874564595295093,0.0005819597609369734,0.30076502077341005
D1gggg,0.04633081749568064,0.0465309473991738,0.36315239593242993,0.0007082030806482593,0.36089737039472036
Jefft0,0.0017277439301627716,0.0019617255411629475,0.285360182810962,1.655887468362529e-06,0.6187766714082503
Orijentolog,0.00791124852232427,0.007799054116161081,0.33003586621338904,0.0002990900295501399,0.4977077935020929
DavidMar86hdf,0.007820314631263071,0.008870897087238459,0.3237341436024451,3.7609631893393796e-05,0.6644906840745274
Legoktm,0.05305992543420933,0.04713082084218931,0.3640757118724634,0.0018859340059588403,0.2783037240523781
MPelletier (WMF),0.00045466945530599255,0.0008361752889290207,0.2688362726549778,0.0,1.0
Breogan2008,0.00022733472765299628,0.00040845463388800956,0.2675653222439569,1.5998274503353938e-08,0.8
Liuxinyu970226,0.11216695462398836,0.059356028595163215,0.3888007986547341,0.01884779613308218,0.09707473607005826
AKlapper (WMF),0.0016822769846321724,0.002937004932328277,0.30352039465949654,2.512172331501399e-06,0.8573573573573574
Lydia Pintscher (WMDE),0.048922433390924794,0.03278902118146233,0.36477968246505943,0.003292224121096685,0.18044090948387653
Asperatus,9.09338910611985e-05,9.426535287237881e-05,0.2505534112082926,0.0,1.0
Bahnmoeller,0.011821405837955806,0.0059772912867812845,0.3208934503503582,0.00017275923451485863,0.6243540243540243
WiseWoman,0.006456306265345094,0.0056431485915894005,0.3166866936870921,0.00012913534930322654,0.45649785236240137
Bever,0.011775938892425206,0.01187622177061428,0.3338741393920043,8.34471571316762e-05,0.4451527939900033
MisterSynergy,0.10807492952623442,0.05978752596975838,0.38798849652585665,0.011450810548401273,0.10485694131045414
Hans G. Oberlack,0.0024097481131217604,0.0023834804773611128,0.2889257976973105,7.603490278863924e-05,0.7416545718432511
Tacsipacsi,0.03764663089933618,0.024065247487148864,0.3605852860676729,0.00248122883442772,0.19269345577110678
Kleeblatt187,0.001591343093570974,0.0011403051695385916,0.2832451946825997,9.994277462541892e-05,0.3495798319327731
Claudio Niada,0.00031826861871419476,0.00020366039645488364,0.2583525696477821,0.0,1.0
Sänger,0.011775938892425206,0.010335957202243045,0.3291584029599138,0.00034683132444180586,0.46053694890904195
Jon Harald Søby,0.06883695553332726,0.053703816584279467,0.3729291375612352,0.003482192997016039,0.2168821337924688
Gloumouth1,0.009866327180140038,0.010082471088405202,0.32828559314099454,3.7955617524458094e-05,0.4885219320703192
Littledogboy,0.03960170955715195,0.032363357462757994,0.3600064098284536,0.0017762246040684306,0.2808160787574066
Gugganij,4.546694553059925e-05,0.0001049356795262637,0.25171551801420183,0.0,0.0
Grabado,0.00045466945530599255,0.0003605430724589157,0.2566620945877851,6.765040821079483e-05,0.28888888888888886
Don-vip,0.0014094753114485769,0.000504141522365692,0.2668564285346573,1.0834070047316735e-06,0.8946236559139785
Mr.choppers,0.00013640083659179774,0.0002869656524005813,0.26146716856029056,0.0,1.0
The Anonymouse,0.051650450122760753,0.038452356699677295,0.3651270810136883,0.0028901363972329234,0.21985791400384688
Galzigler,0.0006820041829589888,0.0011629478697360307,0.28673015401501933,2.4320307354222085e-08,0.8571428571428571
Flinga sv,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Sillyfolkboy,0.004046558152223333,0.004233632528864557,0.3070727713235129,2.0014786896880896e-05,0.5224719101123596
Adelheid24,4.546694553059925e-05,0.00010763559440265712,0.25430613689824905,0.0,0.0
Espeso,0.009366190779303446,0.00840878398679487,0.30905301022119686,6.613482681254646e-05,0.4278948614728866
Verdy p,0.010639265254160224,0.010249549972033594,0.32776954893898586,0.00022224454622710656,0.4186566890429551
TomT0m,0.05633354551241247,0.03304424304251885,0.3683065266215236,0.0025629345684423698,0.1449694305037806
PAC2,0.014322087842138764,0.011925026559954616,0.3398796538098478,0.0002107427617782102,0.3532706500859367
Goldzahn,0.010502864417568427,0.010174554374242134,0.32093677568861734,5.16622295029904e-05,0.46320346320346323
Mange01,0.007456579067018278,0.0077570694702608365,0.30178634471920796,9.067351081550153e-05,0.5538680233428102
Docu,0.03823770119123397,0.03320528607379456,0.3580110733802207,0.0008032179937080472,0.30654549572504386
Ivan A. Krestinin,0.05292352459761753,0.03353674566795853,0.36798723184335147,0.002159528019656489,0.1710161243141183
Gymel,0.012958079476220788,0.012662983665525422,0.33300416390901255,0.00037838751876696834,0.41494934519397086
Haplology,0.017322906247158314,0.01812029228257533,0.3461253309475382,0.0005855142235103237,0.4356402818068794
Izno,0.0730199145221424,0.04577245834297902,0.3732922395199776,0.0035265101955025383,0.15551417387289876
Pasleim,0.1033463671910521,0.05862973788549827,0.3858221591974214,0.008446324104236765,0.10892140126283438
Azertus,0.026007092843502774,0.03375047859335241,0.3510737760405437,0.00037293593138017033,0.6536624496344287
Jc3s5h,0.035100481949622626,0.03740266200932296,0.3572362973873329,0.0007849754533960428,0.42509895633824585
Peter F. Patel-Schneider,0.005546967354733109,0.006128130576613309,0.31133599512970705,3.129200506418416e-05,0.5907058664137651
Alex42,0.00031826861871419476,0.00023556862878820598,0.25945799017805987,6.691888843319404e-05,0.38095238095238093
Eryakaas,9.09338910611985e-05,0.000175862313073029,0.26069293531786025,0.0,1.0
Ghouston,0.03891970537419296,0.024419631165460823,0.35920126976778793,0.0026273552529134853,0.17422801552167022
Ehitaja,0.005137764844957715,0.0037293379411229787,0.3070489721524379,2.736734909465642e-05,0.4258849557522124
Marsupium,0.03264526689097026,0.02430969908452025,0.353517299645347,0.0008282346692115495,0.2525106544989763
Oursana,0.015686096208056742,0.014724511250006936,0.342642823365427,0.0004694798671936937,0.370087630603303
OmegaFallon,0.0008638719650813858,0.0009145465601525082,0.28072302928991844,5.462198646854592e-07,0.6432748538011696
Fryed-peach,0.002182413385468764,0.003017133558920929,0.29598435099182085,2.5422738769130274e-05,0.7570921985815603
Nashev,0.0008184050195507866,0.000708934068680409,0.2582122491054893,1.3044427823440798e-08,0.7843137254901961
Dan Polansky,0.0038192234245703373,0.0040979820643491285,0.30809963744495455,6.711934781733077e-06,0.5983935742971888
Genium,0.013049013367281986,0.012953628809657575,0.33336843975307323,0.0002058516702821345,0.5362442435613167
Octahedron80,0.002546148949713558,0.002889295363870044,0.29574866534144295,8.732291761073035e-06,0.5883116883116883
Sokirko,0.0010457397472037827,0.0013051740928443326,0.2726913299088348,1.9041072770252476e-08,0.9723320158102767
Ehn,0.002682549786305356,0.0033977374365234186,0.3068587115066758,7.877127774249047e-07,0.8001168907071888
AKA MBG,0.0038646903701009365,0.0041579049583767595,0.313586755338291,2.9515426542076502e-05,0.5627450980392157
Wadim,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0
Jc86035,0.054378466854596706,0.04883230746625651,0.3683750190328715,0.0011254617138629806,0.2836344299687942
Naypta,0.003091752296080749,0.0032249952136099696,0.30627355599846845,1.2871554123254256e-05,0.7309043020193152
Ulflarsen,0.0009548058561425843,0.0006812927782094121,0.2633792406611835,3.8691892029276024e-07,0.6285714285714286
Luckich,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Nullzero,0.001955078657815768,0.002373749273794186,0.28180129965090495,7.910942491309713e-07,0.7441860465116279
Michael Bednarek,0.0012276075293261798,0.0009101474502458593,0.27912100735249445,6.104276774751439e-06,0.48148148148148145
TED,0.008729653541875056,0.008313629260897792,0.3173038848299802,6.312513099405571e-05,0.6398887434554974
Sminthopsis84,0.000181867782122397,0.0001388862410145965,0.24956432920537056,8.022451084974012e-09,0.6666666666666666
Faux,0.00850231881422206,0.008822766337170202,0.3168639956830779,1.8970139606421878e-05,0.5413144730032775
Kronf,0.0028189506228971538,0.003136216454030158,0.30184766004003977,1.6137863807467468e-06,0.7905869910100476
Симуран,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Dentonius,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Joe Decker,0.010048194962262435,0.010984531494389745,0.3214836790391281,4.9733387224820784e-05,0.7220074043603455
Matěj Suchánek,0.12944439392561607,0.06116509471801627,0.39420403363438034,0.02510012071622165,0.07594388046645
Stan J Klimas,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Arnaugir,0.008684186596344456,0.009810231103532307,0.32925870886989406,3.550030156076387e-05,0.6079911821438413
It Is Me Here,0.01768664181140311,0.024277595451463255,0.3408250634915281,5.8954264783625925e-05,0.8384835555084409
Jarekt,0.04455760661998727,0.043219995158968176,0.3645782703704468,0.0008418633150417708,0.3376414917345896
Candalua,0.004046558152223333,0.004813428373245215,0.30386182988384125,1.691158390697244e-05,0.5888661899897855
Xover,0.0020914794944075655,0.0028939622572606637,0.29792078042002723,2.0229653648811464e-06,0.7507246376811594
LutiV,0.0002728016731835955,0.00037031281951828654,0.2688666805582302,1.8228418505637592e-07,0.6
Chris j wood,0.01286714558515959,0.010574287283455226,0.317991535051278,8.471152565386855e-06,0.8753477182166755
Anskar,0.0016368100391015732,0.0020421154181374905,0.2788917686802273,7.650760428545348e-07,0.8285714285714286
Iwan.Aucamp,0.014140220060016367,0.011774468524323142,0.3302009116540692,0.00016491241589340798,0.36197489886941187
DirkVE,0.017550240974811313,0.01230049706829695,0.32314441582589903,2.985151549100603e-05,0.609932036875042
Epìdosis,0.10925707011003001,0.059130781519804505,0.38864823302300666,0.012269409370311336,0.10355463940959174
Dl2000,0.0005910702918977903,0.0007406743703958585,0.2630993849133698,2.0609776254169486e-05,0.6538461538461539
Shujenchang,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Ashashyou,0.0007729380740201873,0.0010149339075795098,0.27643977331898795,7.721901756181091e-08,0.8970588235294118
RolandUnger,0.013139947258343184,0.013424433749753299,0.3352207478233413,0.0001973686880706358,0.5230680507497116
Silvonen,0.011321269437119214,0.012129292780019924,0.33049473372105465,0.00046970128052669014,0.46605777950511723
Angelo Mascaro,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Wiki13,0.0670637446576339,0.05185407108761666,0.37135608855105656,0.0034122026675989818,0.20812271462410598
Ettrig,0.00045466945530599255,0.000477173467634698,0.26113970984282664,4.681394265041283e-08,0.7777777777777778
Soap,0.00031826861871419476,0.0006732140951668331,0.27026062746609747,0.0,1.0
Cirt,0.007774847685732472,0.008181288203449343,0.3138931865116355,5.370617542681744e-05,0.6074303405572755
Ameisenigel,0.0853414567609348,0.052861373671863866,0.37915116642985186,0.010673249435685435,0.1352371258859065
Simon Villeneuve,0.036419023370010004,0.038701128879339464,0.35893007622615186,0.000811960992180984,0.42814606741573036
Kirk39,0.00045466945530599255,0.0005925117386024174,0.2763497864136107,6.884296036184562e-05,0.5111111111111111
Bill william compton,0.033691006638174044,0.03228185042247546,0.3523330748547881,0.0010342790400753566,0.38347375715796767
Marek Mazurkiewicz,0.031326725470582885,0.041918967606138016,0.3535698829116932,4.9348156924841125e-05,0.6556561582340432
RKrummeich,9.09338910611985e-05,1.031314235239436e-06,0.19721975995746327,0.0,1.0
Beta16,0.02996271710466491,0.029356155876157093,0.35138515888353145,0.00040098557192541135,0.40624322566659443
Drongou,0.000181867782122397,8.730996999693617e-05,0.24257100667544068,2.548500650964209e-09,0.5
FRacco,0.0032736200782031463,0.0036544397682991866,0.3113196849955881,2.26013544246817e-05,0.5778560250391236
Aftabuzzaman,0.023506410839319813,0.032984434050226635,0.34220873611691477,0.00017260349349247175,0.7701482914248872
Pizza1016,0.0015458761480403745,0.0026814343617774837,0.2973989494063799,1.1552221171802266e-07,0.8877005347593583
Rezonansowy,0.0007729380740201873,0.0010751582214838292,0.27142094165376157,5.539072547237493e-07,0.7426470588235294
Bigbossfarin,0.02477948531417659,0.021101134499742324,0.35261530926471746,0.000246351089612807,0.3689557474365893
Dabidu-san,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Mirmog,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Klymandre,0.0002728016731835955,0.0004644350405848066,0.2661155258178444,3.1873361907902297e-09,0.9333333333333333
Pemberlaid,4.546694553059925e-05,2.5456853818027564e-24,4.546694553059925e-05,0.0,0.0
FoeNyx,0.0033190870237337455,0.003284357396776601,0.2949999159591096,7.107871296123072e-05,0.5597412480974124
LA2,0.0013185414203873782,0.0017028215900632988,0.2906213716274591,2.713670258940871e-07,0.729064039408867
Pierre cb data,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Redaktor,0.015140492861689551,0.011328164437866316,0.3226006083838165,7.869939028399361e-05,0.6763088389594414
Akkakk,0.011230335546058016,0.010322059493636942,0.32024497114425043,0.0002259455004884547,0.40354168723873474
Owenpatel,0.0018186778212239702,0.0020459381857620106,0.29238730630708176,2.9579905811173957e-06,0.676923076923077
Murma174,0.0067291079385286895,0.0069977112263151595,0.3235138443594253,3.300024793516259e-05,0.6592204449347306
A1,0.000181867782122397,0.0003350268465902575,0.2703036528104746,0.0,1.0
NickK,0.04001091206692734,0.03911939370914322,0.3565718112947488,0.00043666082641992876,0.41543592925845485
P ev,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Great Brightstar,9.09338910611985e-05,0.00010589137674410711,0.24930781813765795,0.0,1.0
Hazard-SJ,0.06801855051377648,0.05256540873025,0.3727887715349278,0.0022996943025267607,0.20790156135424678
Holger1959,0.009866327180140038,0.01052224684538866,0.32343461001106394,0.000644679426089136,0.4678699436763953
Datawiki30,0.0031372192416113482,0.0037033584523062397,0.3047187881775348,1.2150109457110187e-05,0.706308610400682
Tiraden,0.000181867782122397,0.00018635847261425838,0.2522551068443112,2.3991772168596254e-09,0.6666666666666666
Vssun,0.01341274893152678,0.01431289513534955,0.3330694881200697,1.3050974325657673e-05,0.6171797532572351
Njardarlogar,0.0074111121214876785,0.008252611649808788,0.3269580373050691,6.304314749468503e-05,0.4959478906309172
Robby2-Darcoland,4.546694553059925e-05,0.0001049356795262637,0.25171551801420183,0.0,0.0
KKoolstra,4.546694553059925e-05,8.544421917045622e-05,0.24349036331386884,0.0,0.0
Ebraminio,0.031235791579521686,0.03760720822285516,0.35621914023906986,0.00017332020966244902,0.538781451445207
Varlaam,0.0056379012457943075,0.006301464902036754,0.31619803166107713,3.7199280007501503e-06,0.8284815106215578
Pixelpapst,0.0002728016731835955,0.0002939499258802834,0.25718416060581584,1.5698021578799623e-06,0.6
Natuur12,0.02305174138401382,0.025746026609174234,0.3423763211982649,6.722283788381944e-05,0.5877789991502366
Rschen7754,0.07442938983359097,0.05462939594909399,0.37486994524764444,0.0020866312265701912,0.18568240848471995
Chico,0.0,4.9720417613335086e-27,0.0,0.0,0.0
